      0.100334      0.392484
      0.200669      0.345328
      0.301003      0.275212
      0.401338      0.193167
      0.501672      0.111619
      0.602007      0.042114
      0.702341     -0.006706
      0.802676     -0.030502
      0.903010     -0.029739
      1.003344     -0.009233
      1.103679      0.023133
      1.204013      0.058212
      1.304348      0.087531
      1.404682      0.104955
      1.505017      0.107732
      1.605351      0.096759
      1.705686      0.076031
      1.806020      0.051467
      1.906355      0.029393
      2.006689      0.015043
      2.107023      0.011418
      2.207358      0.018737
      2.307692      0.034566
      2.408027      0.054574
      2.508361      0.073698
      2.608696      0.087418
      2.709030      0.092847
      2.809365      0.089375
      2.909699      0.078730
      3.010033      0.064468
      3.110368      0.051024
      3.210702      0.042578
      3.311037      0.042015
      3.411371      0.050234
      3.511706      0.065967
      3.612040      0.086156
      3.712375      0.106770
      3.812709      0.123876
      3.913043      0.134676
      4.013378      0.138263
      4.113712      0.135901
      4.214047      0.130748
      4.314381      0.127098
      4.414716      0.129327
      4.515050      0.140790
      4.615385      0.162984
      4.715719      0.195168
      4.816054      0.234597
      4.916388      0.277318
      5.016722      0.319380
      5.117057      0.358178
      5.217391      0.393605
      5.317726      0.428708
      5.418060      0.469640
      5.518395      0.524843
      5.618729      0.603562
      5.719064      0.713954
      5.819398      0.861129
      5.919732      1.045544
      6.020067      1.262075
      6.120401      1.500004
      6.220736      1.743975
      6.321070      1.975802
      6.421405      2.176833
      6.521739      2.330487
      6.622074      2.424530
      6.722408      2.452703
      6.822742      2.415452
      6.923077      2.319647
      7.023411      2.177386
      7.123746      2.004103
      7.224080      1.816330
      7.324415      1.629507
      7.424749      1.456172
      7.525084      1.304800
      7.625418      1.179413
      7.725753      1.079925
      7.826087      1.003077
      7.926421      0.943726
      8.026756      0.896195
      8.127090      0.855438
      8.227425      0.817849
      8.327759      0.781594
      8.428094      0.746511
      8.528428      0.713662
      8.628763      0.684699
      8.729097      0.661211
      8.829431      0.644211
      8.929766      0.633858
      9.030100      0.629434
      9.130435      0.629563
      9.230769      0.632572
      9.331104      0.636897
      9.431438      0.641420
      9.531773      0.645671
      9.632107      0.649859
      9.732441      0.654733
      9.832776      0.661337
      9.933110      0.670713
     10.033445      0.683650
     10.133779      0.700507
     10.234114      0.721171
     10.334448      0.745125
     10.434783      0.771604
     10.535117      0.799792
     10.635452      0.829001
     10.735786      0.858781
     10.836120      0.888956
     10.936455      0.919566
