#
# MD1: a minimal molecular dynamics program
#    modified version (10/08/2010)
#
# Equilibration run
#  Input sample: ../Task2/Step1_Startup/sample12.dat
#          (positions, velocities, accelerations read from file)
# Output sample: ../Task2/Step1_Startup/sampleT94.4.dat
# Number of steps:     800, time step: 0.0046, total time:      3.6800
# Number of atoms:   864
# Box size:   10.228800   10.228800   10.228800, Volume:       1070.222
# Density:    0.807309 (unchanged)
# Free evolution run.
#
#  Step   Temperature     Kinetic      Potential   Total Energy    Pressure
# -----  ------------  ------------  ------------  ------------  ------------
    159      0.778521      1.167782     -4.934020     -3.766239      0.609078
    160      0.779898      1.169846     -4.936077     -3.766231      0.598869
    161      0.781272      1.171908     -4.938135     -3.766227      0.588399
    162      0.782688      1.174032     -4.940257     -3.766225      0.578144
    163      0.784153      1.176230     -4.942459     -3.766230      0.567348
    164      0.785616      1.178424     -4.944666     -3.766242      0.557024
    165      0.786970      1.180455     -4.946715     -3.766259      0.547652
    166      0.788055      1.182083     -4.948367     -3.766285      0.539887
    167      0.788646      1.182969     -4.949283     -3.766313      0.535291
    168      0.788492      1.182738     -4.949073     -3.766335      0.534558
    169      0.787423      1.181134     -4.947470     -3.766336      0.537911
    170      0.785486      1.178229     -4.944532     -3.766302      0.546581
    171      0.783041      1.174561     -4.940801     -3.766240      0.557512
    172      0.780715      1.171073     -4.937241     -3.766168      0.568138
    173      0.779231      1.168846     -4.934956     -3.766110      0.574738
    174      0.779166      1.168749     -4.934832     -3.766082      0.574921
    175      0.780786      1.171179     -4.937270     -3.766090      0.566888
    176      0.783995      1.175992     -4.942119     -3.766127      0.552109
    177      0.788408      1.182611     -4.948787     -3.766176      0.531421
    178      0.793490      1.190235     -4.956461     -3.766225      0.507391
    179      0.798695      1.198043     -4.964305     -3.766263      0.482674
    180      0.803563      1.205344     -4.971634     -3.766290      0.460987
    181      0.807776      1.211664     -4.977965     -3.766301      0.442656
    182      0.811150      1.216725     -4.983030     -3.766305      0.429143
    183      0.813608      1.220412     -4.986714     -3.766303      0.420828
    184      0.815143      1.222714     -4.989010     -3.766296      0.417616
    185      0.815805      1.223707     -4.989991     -3.766283      0.419281
    186      0.815706      1.223558     -4.989825     -3.766267      0.425239
    187      0.815012      1.222518     -4.988765     -3.766246      0.434723
    188      0.813913      1.220869     -4.987101     -3.766232      0.446160
    189      0.812577      1.218865     -4.985086     -3.766221      0.459252
    190      0.811132      1.216699     -4.982915     -3.766216      0.473247
    191      0.809664      1.214495     -4.980709     -3.766213      0.486554
    192      0.808227      1.212341     -4.978550     -3.766209      0.500184
    193      0.806891      1.210337     -4.976537     -3.766200      0.512730
    194      0.805755      1.208633     -4.974821     -3.766188      0.524242
    195      0.804941      1.207412     -4.973587     -3.766175      0.533673
    196      0.804563      1.206844     -4.973013     -3.766169      0.540737
    197      0.804665      1.206997     -4.973173     -3.766175      0.545320
    198      0.805177      1.207766     -4.973961     -3.766195      0.546315
    199      0.805894      1.208841     -4.975068     -3.766226      0.547019
    200      0.806503      1.209755     -4.976016     -3.766261      0.547795
    201      0.806669      1.210004     -4.976293     -3.766289      0.549795
    202      0.806119      1.209179     -4.975485     -3.766306      0.554900
    203      0.804699      1.207049     -4.973357     -3.766308      0.563903
    204      0.802397      1.203595     -4.969893     -3.766298      0.576686
    205      0.799345      1.199017     -4.965292     -3.766275      0.592884
    206      0.795802      1.193703     -4.959947     -3.766244      0.611481
    207      0.792115      1.188173     -4.954381     -3.766209      0.630133
    208      0.788653      1.182979     -4.949160     -3.766181      0.647285
    209      0.785744      1.178616     -4.944775     -3.766159      0.661440
    210      0.783635      1.175453     -4.941600     -3.766147      0.671301
    211      0.782472      1.173708     -4.939855     -3.766147      0.676244
    212      0.782257      1.173385     -4.939549     -3.766164      0.676121
    213      0.782821      1.174231     -4.940426     -3.766195      0.671778
    214      0.783828      1.175741     -4.941977     -3.766236      0.665157
    215      0.784840      1.177260     -4.943538     -3.766279      0.657676
    216      0.785426      1.178138     -4.944448     -3.766309      0.651878
    217      0.785272      1.177907     -4.944230     -3.766322      0.649790
    218      0.784274      1.176412     -4.942719     -3.766307      0.651382
    219      0.782604      1.173906     -4.940171     -3.766265      0.655980
    220      0.780717      1.171076     -4.937275     -3.766199      0.661391
    221      0.779278      1.168917     -4.935049     -3.766131      0.664738
    222      0.778958      1.168437     -4.934523     -3.766086      0.662026
    223      0.780192      1.170289     -4.936368     -3.766080      0.651888
    224      0.783034      1.174551     -4.940660     -3.766109      0.633467
    225      0.787182      1.180773     -4.946932     -3.766160      0.609405
    226      0.792117      1.188176     -4.954390     -3.766214      0.581791
    227      0.797252      1.195878     -4.962143     -3.766265      0.553639
    228      0.802022      1.203032     -4.969341     -3.766308      0.527217
    229      0.805949      1.208923     -4.975263     -3.766340      0.505425
    230      0.808703      1.213055     -4.979408     -3.766353      0.490215
    231      0.810142      1.215212     -4.981561     -3.766348      0.481991
    232      0.810318      1.215478     -4.981801     -3.766324      0.480315
    233      0.809466      1.214199     -4.980488     -3.766290      0.483798
    234      0.807923      1.211884     -4.978139     -3.766254      0.491664
    235      0.806056      1.209084     -4.975309     -3.766225      0.501140
    236      0.804177      1.206265     -4.972471     -3.766206      0.510761
    237      0.802499      1.203749     -4.969949     -3.766200      0.519380
    238      0.801125      1.201687     -4.967889     -3.766202      0.527044
    239      0.800035      1.200053     -4.966266     -3.766213      0.533233
    240      0.799116      1.198674     -4.964905     -3.766232      0.539094
    241      0.798188      1.197282     -4.963532     -3.766250      0.544758
    242      0.797067      1.195601     -4.961862     -3.766260      0.551352
    243      0.795637      1.193456     -4.959715     -3.766260      0.559644
    244      0.793905      1.190858     -4.957102     -3.766244      0.569583
    245      0.791999      1.187998     -4.954223     -3.766225      0.580325
    246      0.790087      1.185131     -4.951342     -3.766212      0.591098
    247      0.788289      1.182433     -4.948647     -3.766213      0.601555
    248      0.786598      1.179897     -4.946126     -3.766230      0.610283
    249      0.784880      1.177320     -4.943573     -3.766253      0.619510
    250      0.782941      1.174411     -4.940681     -3.766270      0.629190
    251      0.780635      1.170953     -4.937228     -3.766275      0.640210
    252      0.777966      1.166948     -4.933208     -3.766260      0.653543
    253      0.775115      1.162673     -4.928901     -3.766228      0.667448
    254      0.772433      1.158650     -4.924838     -3.766188      0.680555
    255      0.770366      1.155549     -4.921695     -3.766147      0.690082
    256      0.769340      1.154011     -4.920133     -3.766122      0.694186
    257      0.769638      1.154456     -4.920575     -3.766119      0.691604
    258      0.771302      1.156953     -4.923094     -3.766141      0.682664
    259      0.774128      1.161192     -4.927374     -3.766182      0.667762
    260      0.777707      1.166560     -4.932793     -3.766233      0.648836
    261      0.781522      1.172283     -4.938565     -3.766282      0.629032
    262      0.785075      1.177613     -4.943932     -3.766319      0.610157
    263      0.787992      1.181988     -4.948323     -3.766335      0.595154
    264      0.790089      1.185133     -4.951465     -3.766333      0.583606
    265      0.791368      1.187052     -4.953368     -3.766316      0.576569
    266      0.791968      1.187953     -4.954251     -3.766298      0.572602
    267      0.792088      1.188133     -4.954409     -3.766277      0.571459
    268      0.791922      1.187883     -4.954145     -3.766262      0.571885
    269      0.791621      1.187432     -4.953688     -3.766256      0.573377
    270      0.791272      1.186908     -4.953162     -3.766254      0.574794
    271      0.790906      1.186359     -4.952611     -3.766252      0.576996
    272      0.790534      1.185801     -4.952052     -3.766251      0.579188
    273      0.790170      1.185255     -4.951505     -3.766250      0.581539
    274      0.789844      1.184766     -4.951010     -3.766244      0.583838
    275      0.789616      1.184424     -4.950659     -3.766235      0.585520
    276      0.789582      1.184372     -4.950595     -3.766223      0.586446
    277      0.789852      1.184778     -4.950993     -3.766215      0.586094
    278      0.790516      1.185774     -4.951984     -3.766211      0.584050
    279      0.791578      1.187368     -4.953588     -3.766221      0.579740
    280      0.792921      1.189381     -4.955624     -3.766243      0.573837
    281      0.794314      1.191470     -4.957741     -3.766271      0.567672
    282      0.795476      1.193213     -4.959508     -3.766294      0.563007
    283      0.796165      1.194247     -4.960553     -3.766306      0.560166
    284      0.796248      1.194372     -4.960675     -3.766303      0.561159
    285      0.795730      1.193595     -4.959885     -3.766290      0.564280
    286      0.794724      1.192086     -4.958357     -3.766271      0.570170
    287      0.793399      1.190099     -4.956352     -3.766253      0.577058
    288      0.791930      1.187895     -4.954131     -3.766236      0.585270
    289      0.790474      1.185710     -4.951932     -3.766222      0.593227
    290      0.789182      1.183773     -4.949980     -3.766207      0.600180
    291      0.788204      1.182305     -4.948503     -3.766198      0.606162
    292      0.787626      1.181439     -4.947642     -3.766204      0.608760
    293      0.787397      1.181095     -4.947322     -3.766227      0.609931
    294      0.787306      1.180960     -4.947216     -3.766257      0.609740
    295      0.787074      1.180610     -4.946890     -3.766280      0.610491
    296      0.786489      1.179733     -4.946016     -3.766283      0.612271
    297      0.785524      1.178286     -4.944554     -3.766268      0.615225
    298      0.784321      1.176481     -4.942729     -3.766248      0.619268
    299      0.783076      1.174614     -4.940846     -3.766232      0.623286
    300      0.781938      1.172907     -4.939137     -3.766231      0.626233
    301      0.780942      1.171413     -4.937654     -3.766240      0.627719
    302      0.780020      1.170030     -4.936283     -3.766254      0.629508
    303      0.779069      1.168603     -4.934867     -3.766264      0.631585
    304      0.778032      1.167048     -4.933309     -3.766262      0.633671
    305      0.776960      1.165440     -4.931686     -3.766246      0.635694
    306      0.776026      1.164040     -4.930263     -3.766223      0.636928
    307      0.775473      1.163210     -4.929411     -3.766201      0.636758
    308      0.775505      1.163258     -4.929453     -3.766195      0.633987
    309      0.776174      1.164261     -4.930470     -3.766209      0.628431
    310      0.777328      1.165993     -4.932233     -3.766240      0.620799
    311      0.778660      1.167990     -4.934265     -3.766275      0.612767
    312      0.779803      1.169705     -4.936008     -3.766303      0.605517
    313      0.780440      1.170660     -4.936984     -3.766325      0.601307
    314      0.780343      1.170514     -4.936851     -3.766337      0.600969
    315      0.779390      1.169085     -4.935425     -3.766340      0.605898
    316      0.777559      1.166339     -4.932670     -3.766332      0.614813
    317      0.774952      1.162428     -4.928738     -3.766310      0.627568
    318      0.771830      1.157745     -4.924015     -3.766270      0.643147
    319      0.768635      1.152953     -4.919166     -3.766214      0.659862
    320      0.765962      1.148943     -4.915094     -3.766151      0.674203
    321      0.764435      1.146653     -4.912754     -3.766102      0.682575
    322      0.764534      1.146801     -4.912886     -3.766085      0.682951
    323      0.766414      1.149621     -4.915727     -3.766106      0.674291
    324      0.769823      1.154735     -4.920896     -3.766162      0.658383
    325      0.774169      1.161254     -4.927489     -3.766235      0.637595
    326      0.778698      1.168046     -4.934347     -3.766300      0.616362
    327      0.782694      1.174040     -4.940387     -3.766346      0.597479
    328      0.785627      1.178441     -4.944809     -3.766368      0.584325
    329      0.787203      1.180804     -4.947178     -3.766374      0.577604
    330      0.787312      1.180967     -4.947338     -3.766371      0.579098
    331      0.785960      1.178941     -4.945305     -3.766364      0.588382
    332      0.783216      1.174823     -4.941178     -3.766354      0.605074
    333      0.779190      1.168784     -4.935125     -3.766341      0.628484
    334      0.774056      1.161084     -4.927405     -3.766321      0.657526
    335      0.768096      1.152145     -4.918434     -3.766289      0.690695
    336      0.761735      1.142603     -4.908841     -3.766239      0.725934
    337      0.755539      1.133308     -4.899490     -3.766182      0.760261
    338      0.750152      1.125228     -4.891358     -3.766129      0.789787
    339      0.746145      1.119217     -4.885319     -3.766102      0.812428
    340      0.743840      1.115761     -4.881870     -3.766110      0.826357
    341      0.743207      1.114811     -4.880963     -3.766153      0.831122
    342      0.743885      1.115828     -4.882040     -3.766212      0.829079
    343      0.745326      1.117989     -4.884262     -3.766273      0.822639
    344      0.746965      1.120448     -4.886764     -3.766316      0.813527
    345      0.748370      1.122555     -4.888893     -3.766338      0.805272
    346      0.749324      1.123986     -4.890323     -3.766337      0.798690
    347      0.749861      1.124792     -4.891104     -3.766312      0.793351
    348      0.750242      1.125363     -4.891633     -3.766270      0.787951
    349      0.750886      1.126329     -4.892555     -3.766226      0.781194
    350      0.752230      1.128345     -4.894543     -3.766198      0.770548
    351      0.754542      1.131813     -4.898011     -3.766197      0.755151
    352      0.757812      1.136719     -4.902943     -3.766224      0.735663
    353      0.761771      1.142657     -4.908919     -3.766262      0.712871
    354      0.766024      1.149036     -4.915335     -3.766299      0.688740
    355      0.770185      1.155277     -4.921606     -3.766329      0.665514
    356      0.773927      1.160891     -4.927243     -3.766352      0.645084
    357      0.776960      1.165440     -4.931819     -3.766378      0.629372
    358      0.778972      1.168457     -4.934867     -3.766409      0.619180
    359      0.779633      1.169449     -4.935886     -3.766437      0.616509
    360      0.778677      1.168015     -4.934466     -3.766451      0.622329
    361      0.776001      1.164001     -4.930447     -3.766445      0.637487
    362      0.771714      1.157571     -4.923994     -3.766422      0.661080
    363      0.766126      1.149189     -4.915574     -3.766385      0.692148
    364      0.759712      1.139568     -4.905904     -3.766336      0.726822
    365      0.753080      1.129620     -4.895900     -3.766280      0.763352
    366      0.746895      1.120342     -4.886569     -3.766227      0.797652
    367      0.741783      1.112675     -4.878859     -3.766184      0.826197
    368      0.738231      1.107346     -4.873509     -3.766162      0.846179
    369      0.736505      1.104758     -4.870921     -3.766163      0.856641
    370      0.736623      1.104934     -4.871117     -3.766182      0.857552
    371      0.738392      1.107588     -4.873800     -3.766212      0.849214
    372      0.741492      1.112239     -4.878483     -3.766245      0.833376
    373      0.745567      1.118351     -4.884620     -3.766269      0.811978
    374      0.750288      1.125432     -4.891718     -3.766286      0.786706
    375      0.755384      1.133076     -4.899374     -3.766299      0.758760
    376      0.760618      1.140927     -4.907236     -3.766309      0.729153
    377      0.765764      1.148646     -4.914964     -3.766319      0.699771
    378      0.770618      1.155927     -4.922251     -3.766324      0.672128
    379      0.775036      1.162553     -4.928873     -3.766320      0.646319
    380      0.778942      1.168413     -4.934727     -3.766314      0.622679
    381      0.782305      1.173458     -4.939769     -3.766311      0.601585
    382      0.785071      1.177607     -4.943923     -3.766316      0.584609
    383      0.787120      1.180680     -4.947011     -3.766330      0.571458
    384      0.788285      1.182427     -4.948773     -3.766346      0.563843
    385      0.788405      1.182608     -4.948963     -3.766355      0.561576
    386      0.787393      1.181089     -4.947444     -3.766355      0.565474
    387      0.785275      1.177913     -4.944257     -3.766344      0.575327
    388      0.782205      1.173307     -4.939628     -3.766321      0.590049
    389      0.778448      1.167672     -4.933964     -3.766291      0.608450
    390      0.774364      1.161546     -4.927803     -3.766257      0.629342
    391      0.770364      1.155545     -4.921769     -3.766223      0.650115
    392      0.766865      1.150297     -4.916489     -3.766191      0.668686
    393      0.764232      1.146348     -4.912520     -3.766172      0.682896
    394      0.762711      1.144066     -4.910233     -3.766167      0.691549
    395      0.762381      1.143572     -4.909754     -3.766182      0.693828
    396      0.763131      1.144696     -4.910908     -3.766212      0.690911
    397      0.764676      1.147014     -4.913264     -3.766249      0.684018
    398      0.766647      1.149970     -4.916254     -3.766284      0.675123
    399      0.768680      1.153021     -4.919331     -3.766310      0.666355
    400      0.770461      1.155692     -4.922023     -3.766331      0.658205
    401      0.771731      1.157596     -4.923943     -3.766346      0.652746
    402      0.772297      1.158445     -4.924802     -3.766356      0.650584
    403      0.772053      1.158079     -4.924437     -3.766358      0.652130
    404      0.771011      1.156516     -4.922862     -3.766346      0.657328
    405      0.769318      1.153977     -4.920300     -3.766323      0.665592
    406      0.767242      1.150863     -4.917155     -3.766292      0.676243
    407      0.765143      1.147715     -4.913971     -3.766256      0.686396
    408      0.763447      1.145170     -4.911389     -3.766218      0.694219
    409      0.762602      1.143903     -4.910081     -3.766178      0.697702
    410      0.763025      1.144538     -4.910687     -3.766150      0.694858
    411      0.765006      1.147509     -4.913656     -3.766147      0.684585
    412      0.768590      1.152886     -4.919057     -3.766172      0.665670
    413      0.773524      1.160286     -4.926504     -3.766219      0.640424
    414      0.779308      1.168962     -4.935239     -3.766276      0.611153
    415      0.785326      1.177988     -4.944318     -3.766330      0.581131
    416      0.790971      1.186456     -4.952829     -3.766373      0.552728
    417      0.795734      1.193602     -4.960004     -3.766403      0.528791
    418      0.799241      1.198861     -4.965279     -3.766418      0.512138
    419      0.801268      1.201902     -4.968321     -3.766420      0.503734
    420      0.801770      1.202655     -4.969057     -3.766402      0.503770
    421      0.800892      1.201337     -4.967704     -3.766367      0.511642
    422      0.798932      1.198398     -4.964728     -3.766330      0.524980
    423      0.796268      1.194402     -4.960697     -3.766295      0.542251
    424      0.793232      1.189847     -4.956122     -3.766275      0.562454
    425      0.790043      1.185065     -4.951333     -3.766268      0.584185
    426      0.786822      1.180233     -4.946498     -3.766265      0.606503
    427      0.783664      1.175495     -4.941750     -3.766255      0.628252
    428      0.780717      1.171076     -4.937313     -3.766237      0.648454
    429      0.778201      1.167302     -4.933518     -3.766216      0.666287
    430      0.776348      1.164522     -4.930724     -3.766202      0.680599
    431      0.775315      1.162973     -4.929174     -3.766201      0.690055
    432      0.775120      1.162679     -4.928895     -3.766216      0.695029
    433      0.775643      1.163465     -4.929703     -3.766238      0.696217
    434      0.776677      1.165016     -4.931278     -3.766263      0.694318
    435      0.777988      1.166982     -4.933264     -3.766281      0.690225
    436      0.779392      1.169088     -4.935379     -3.766292      0.685831
    437      0.780785      1.171177     -4.937472     -3.766295      0.681477
    438      0.782122      1.173184     -4.939483     -3.766300      0.677087
    439      0.783324      1.174985     -4.941304     -3.766319      0.673602
    440      0.784183      1.176275     -4.942627     -3.766352      0.671638
    441      0.784384      1.176576     -4.942960     -3.766384      0.673752
    442      0.783627      1.175440     -4.941839     -3.766398      0.680633
    443      0.781796      1.172695     -4.939078     -3.766383      0.692801
    444      0.779051      1.168577     -4.934921     -3.766345      0.709931
    445      0.775781      1.163671     -4.929971     -3.766300      0.729822
    446      0.772464      1.158696     -4.924959     -3.766262      0.750093
    447      0.769514      1.154271     -4.920512     -3.766241      0.767950
    448      0.767191      1.150786     -4.917023     -3.766237      0.783194
    449      0.765601      1.148402     -4.914643     -3.766241      0.794413
    450      0.764739      1.147109     -4.913361     -3.766252      0.800629
    451      0.764545      1.146818     -4.913080     -3.766262      0.803155
    452      0.764939      1.147408     -4.913680     -3.766272      0.802037
    453      0.765847      1.148771     -4.915051     -3.766280      0.797368
    454      0.767220      1.150830     -4.917113     -3.766283      0.789816
    455      0.769042      1.153563     -4.919843     -3.766280      0.778796
    456      0.771338      1.157007     -4.923280     -3.766273      0.765390
    457      0.774139      1.161208     -4.927477     -3.766269      0.748035
    458      0.777434      1.166151     -4.932427     -3.766275      0.728306
    459      0.781112      1.171668     -4.937963     -3.766295      0.706488
    460      0.784942      1.177414     -4.943732     -3.766318      0.683679
    461      0.788638      1.182958     -4.949300     -3.766342      0.661941
    462      0.791921      1.187882     -4.954242     -3.766360      0.641677
    463      0.794559      1.191838     -4.958212     -3.766374      0.624687
    464      0.796368      1.194552     -4.960936     -3.766384      0.612593
    465      0.797226      1.195839     -4.962226     -3.766387      0.605548
    466      0.797090      1.195635     -4.962016     -3.766381      0.603636
    467      0.796024      1.194036     -4.960402     -3.766366      0.606888
    468      0.794191      1.191287     -4.957632     -3.766345      0.613915
    469      0.791824      1.187736     -4.954055     -3.766319      0.624028
    470      0.789185      1.183777     -4.950070     -3.766293      0.635676
    471      0.786525      1.179787     -4.946061     -3.766274      0.647593
    472      0.784032      1.176047     -4.942314     -3.766267      0.658805
    473      0.781777      1.172665     -4.938935     -3.766270      0.669414
    474      0.779728      1.169591     -4.935865     -3.766274      0.679028
    475      0.777835      1.166752     -4.933022     -3.766270      0.687939
    476      0.776101      1.164152     -4.930412     -3.766260      0.695922
    477      0.774590      1.161886     -4.928134     -3.766249      0.702976
    478      0.773396      1.160095     -4.926333     -3.766238      0.708546
    479      0.772613      1.158920     -4.925149     -3.766229      0.711423
    480      0.772312      1.158468     -4.924694     -3.766226      0.712371
    481      0.772517      1.158775     -4.925002     -3.766228      0.711106
